Study_Hours_Per_Day,Sleep_Hours,Attendance_Percentage,Exam_Score
3.317722830840875,5.752556732772807,75.38568011457278,69.64780432057601
4.550959222619716,6.603908555510709,68.53353133242416,59.4384171705315
4.811016905305182,6.731190427837302,70.70817774444019,64.6428478636292
3.425522377153803,5.96968553827932,79.07758649360805,45.55239595958557
4.6743632904710255,6.592235063567316,70.61780020969718,58.85367415199426
4.288946648855549,6.5349252310676,76.29875153749185,63.484591091641036
4.575442111996143,5.814217821301626,75.27343103942289,57.5133009082109
5.3277550878577635,6.71467241620897,71.0903979143651,74.79446782358981
3.828228318797991,6.836470715820941,87.86366453595195,56.4191517322362
1.779977756651508,5.107873271862121,67.800957867342,45.08814680547256
2.0653702886430456,6.023105523586283,58.82354094798289,45.683732689841825
2.720636644533058,5.927259185803425,53.39602242565991,39.58893151301174
1.2820689244102803,5.485368884225096,57.42891326677605,45.1715712198126
2.58158187607748,5.582129168316148,63.303451634205,48.48598803871815
2.0051165305097935,6.3943654270518975,55.4902035775682,55.158005254565296
1.5092456744760245,5.085900027814919,53.422236835468546,51.71489578259645
2.231051737131635,5.882968166819026,61.9494976919353,60.07227720258089
2.099529847786735,5.358465143296274,61.95973256886978,39.628567059783656
1.6998915614206027,5.347623157740946,55.94445459703096,51.106244457044745
2.0349010424950094,6.269143796391033,56.23169355505342,46.28339404016846
1.80734320156912,6.077791444291621,61.85639949886109,60.32862053252371
2.056758672625624,6.069456745200447,48.415325268021405,39.341912002513936
2.3310653372605232,6.41383516500803,48.740289804987555,39.121947104734566
2.793008408072676,5.514702689142931,54.252446229980514,40.804251481891846
1.3810922505865755,5.977367079906474,58.292422786305224,30.132729929831353
3.066516687328133,5.2828132703845805,62.487260524784034,41.319714848234675
1.023956100238749,5.726916446741909,71.80284973559641,39.686071369124114
1.9241074524822084,5.408899861942621,66.86127698561616,46.052756505333456
2.2941586032422885,5.5678971754949025,58.72049176029258,47.392291830440115
2.1404959338675162,5.91660991780584,59.84787033677849,58.1331958745112
1.6886502400897032,4.92724552173657,51.97976508289753,51.652966867302354
1.8959388748213624,6.964671092979822,59.85189491206088,40.96167441036318
1.7534995326705836,4.795787832950209,57.690730888638896,38.71109730056149
1.7053176215278942,4.650067971048587,62.58174848270472,48.44343420054554
2.4248010485105125,6.310677611450047,53.38215245158142,35.7583675508555
2.1785077429825237,6.054163885774055,64.15477211392938,57.82021136098048
1.6535452023696728,5.936883871936509,72.26191130402063,53.25608084504901
2.4497999377166253,5.939841856484996,59.12991881234514,41.71577043526707
2.1536497604383045,5.4914272590071596,63.21369377679153,33.008058296363856
2.40643105941948,4.871921939959918,65.5211519336889,54.477106619157894
2.314814420961806,5.5530631907356085,56.79023622491331,44.19822108323167
1.585502494538964,5.025986801941522,61.79273985448334,53.66471418381423
